EngCombinedExp,NonIndiaHrsPED,LaborEffortPED,TotalHoursPED,PrincipalProjectCountPED,PMProjectCountPED,LaborHrsPED,EngUniqueCount,EngProjectCountPED,EngHoursPED,EmpCountPED,EffortAmtPED,TypeCode,ProjectManager,ProjectEngineer,Principal,ParentClientTypeCode,ParentClientCode,OwningOrgCode,DivisionHead,ClientTypeCode,ClientState,ClientCode,ClientCity,TotalLaborBudgetEffort,HoursPTD,TotalBudgetHours,TotalBudgetEffort,LaborRevenueMTD,LaborCostMTD,LaborOverheadMTD,EffortMTD,BillingMTD,per_com_laborMTD,per_used_laborMTD,profit,wip
5623.194310999996,6674.0,493069.40000000043,6674.0,8019,5487,6674.0,761,3875,4451.0,2805,498240.40000000043,p06,230175,230147.0,230021,ar,cannon,c03,230009,ar,texas,fkp,houston,349117.16,674.5,2418.0,15715097.690000005,348398.14999999997,145701.55999999997,285457.1101539999,411805.7500000001,350117.16000000003,136.7060686202188,0.022169645831835734,0,154654.63999999996
0.0,0.0,0.0,0.0,153,69,0.0,0,69,0.0,2,41.89,e02,230018,230018.0,230021,in,wmrice,c03,230009,in,texas,rice,houston,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.89,0.0,0.0,,0,0.0
655.3753150000002,880.0,73868.12999999998,880.0,1996,1126,880.0,184,1126,849.0,610,202391.96000000008,r11,230188,230188.0,230021,in,sleh,c03,230009,in,texas,sleh,houston,14420.0,0.0,162.9,1376140.0,24800.56,12643.38,25240.597569999998,104070.88000000002,28452.54,4.9601120000000005,0.01802182917435726,0,53737.63
67.24657,41.5,4383.12,41.5,303,128,41.5,18,169,41.0,28,4425.68,p06,230172,230192.0,230021,ar,zca,c03,230009,ar,texas,zca,houston,55000.0,0.0,733.3,660000.0,55000.0,1461.04,3071.832102,4425.68,55008.47,11.0,0.08333333333333333,1,-8.470000000001164
461.66299500000014,1419.5,101364.43999999999,1419.5,1793,1020,1419.5,51,987,112.0,698,103873.63999999998,l01,230106,230192.0,230021,in,tmc,c03,230009,in,texas,tmc,houston,101600.0,60.5,1354.7,4000548.2000000025,141170.01,16940.79,32811.390557000006,50386.94999999999,130281.01999999999,28.234002,0.03528766632533009,1,74826.38999999998
42.205478,42.0,2228.59,42.0,261,148,42.0,2,148,3.0,23,2306.6800000000003,p06,230018,230018.0,230021,ar,stern,c03,230009,ar,texas,stern,houston,2500.0,0.0,35.0,27500.0,2500.0,1125.27,2249.41473,3247.71,2526.86,0.5,0.09090909090909091,0,-26.860000000000127
42.446569999999994,18.0,1621.02,18.0,393,393,18.0,12,208,14.0,21,1661.26,p06,230021,230009.0,230021,ar,mccm,c03,230009,ar,texas,mccm,houston,5750.0,0.0,170.0,80500.0,5750.0,1356.17,2711.2704799999997,3844.0,5750.0,1.15,0.07142857142857142,1,0.0
36.263006,86.0,7404.509999999999,86.0,262,127,86.0,25,127,56.0,103,21914.100000000002,t03,230178,230178.0,230009,co,dfwia,t03,230009,co,texas,dfwia,dfw airport,100771.22,0.0,1000.0,1410797.0799999998,100771.22,17318.249999999996,34529.116134,88799.82999999999,142053.19,20.154244,0.07142857142857144,1,-41281.97
0.0,0.0,0.0,0.0,234,234,0.0,0,234,0.0,6,11.950000000000001,p06,230021,230021.0,230021,ar,huitt,c03,230009,ar,texas,morau,houston,2500.0,70.5,85.0,25000.0,2499.9999999999995,1890.74,3779.58926,5318.4,2500.0,0.4999999999999999,0.09999999999999998,0,-4.547473508864641e-13
2196.2026910000013,1299.8,97847.11000000002,1299.8,1530,889,1299.8,217,889,940.5,758,104753.8,p06,230021,230021.0,230021,ar,knuds,c03,230009,ar,texas,knuds,houston,65000.0,0.0,925.0,2151950.0,71680.07000000002,25668.07,51220.855193999996,79377.7,93809.3,14.336014000000004,0.03330935663003324,0,91171.94000000002
77.64657000000001,96.0,5799.08,96.0,814,612,96.0,19,601,40.0,78,6516.799999999999,w02,230021,230021.0,230021,ms,mcdust,c03,230009,ms,texas,mcdust,houston,15000.0,0.0,230.0,318000.0,22737.03,3485.9799999999996,6952.4131,10432.269999999997,16940.739999999998,0.38213495798319325,0.07150009433962264,1,8484.560000000001
99.410955,16.0,1498.54,16.0,393,393,16.0,10,393,13.0,21,1684.04,p06,230021,230021.0,230021,en,sunlan,c03,230009,en,texas,sunlan,houston,51000.0,0.0,728.0,918000.0,51000.0,8565.05,17157.957769999997,25281.34,51000.0,0.8571428571428571,0.05555555555555555,1,0.0
0.0,0.0,0.0,0.0,131,131,0.0,0,131,0.0,0,0.0,p06,230021,230021.0,230021,ar,eyp,c03,230009,ar,texas,wch,houston,3825.0,0.0,365.0,22950.0,3825.0,1468.39,2935.31161,4416.6,4043.3900000000003,0.06428571428571428,0.16666666666666666,0,-218.39000000000033
110.854788,656.25,39651.369999999995,656.25,593,324,656.25,19,324,45.0,368,37676.45999999999,p06,230106,230106.0,230021,ar,tramme,c03,230009,de,texas,trcrco,houston,63364.05,0.0,1447.0,1394009.1000000006,63364.049999999996,25911.920000000002,51800.53536300001,91644.13,69939.1,1.0649420168067225,0.045454545454545435,0,-6575.05000000001
0.0,15.5,1268.48,15.5,216,216,15.5,5,216,13.5,26,3758.2200000000003,r11,230021,230021.0,230021,ms,ior,c03,230009,ms,texas,ior,houston,14700.0,0.0,70.0,147000.0,14700.0,1670.25,3338.8297500000003,7395.56,17189.74,0.24705882352941178,0.1,1,-2489.7400000000016
14.824655,41.5,2596.23,41.5,1,230,41.5,8,230,19.5,42,2758.5299999999993,t03,230173,230173.0,230111,ar,roamst,t03,230009,ar,new york,roamst,new york,7682.4,0.0,114.0,138283.19999999995,7682.4,3118.72,6236.124844,10331.809999999998,7726.6,0.12911596638655462,0.05555555555555557,0,-44.20000000000073
3.690409,1.0,194.68,1.0,135,126,1.0,2,126,1.0,2,194.68,t03,230173,230173.0,230009,cp,compaq,t03,230009,cp,texas,compaq,houston,6099.61,0.0,61.0,79294.93,6099.61,1499.25,2997.00075,5941.6,6099.61,0.1025144537815126,0.07692307692307693,1,0.0
0.0,0.0,0.0,0.0,152,152,0.0,0,152,0.0,0,0.0,t03,230021,230021.0,230021,ar,rosser,c03,230009,ar,georgia,rosser,atlanta,6000.0,0.0,86.0,42000.0,6000.0,796.66,1592.52334,4308.4,6000.0,0.10084033613445378,0.14285714285714285,1,0.0
419.295853,687.0,41270.33000000001,687.0,1617,848,687.0,86,848,315.5,509,47106.36000000001,e02,230147,230147.0,230021,ar,roamst,c03,230009,ar,new york,roamst,new york,61000.0,104.0,820.0,2379000.0,61000.0,15146.589999999997,29982.460447000005,50250.949999999975,66108.71999999999,1.0252100840336134,0.02564102564102564,1,-5108.719999999987
6.101368,8.0,500.0,8.0,121,121,8.0,2,121,2.0,22,576.7199999999999,t03,230173,230173.0,230173,ms,e1126,t03,230009,sc,texas,epschs,bellarie,12000.0,0.0,133.0,132000.0,12000.0,3262.37,6521.477629999999,14427.23,12066.65,0.20168067226890757,0.09090909090909091,0,-66.64999999999964
0.0,8.0,440.0,8.0,119,116,8.0,0,116,0.0,13,460.55,t03,230173,230173.0,230009,cr,triump,t03,230009,cr,texas,triump,houston,4600.0,0.0,66.0,50600.0,4600.0,732.26,1463.78774,3404.3999999999996,5475.0,0.0773109243697479,0.09090909090909091,1,-875.0
256.22189000000003,672.5,47697.740000000005,672.5,1532,803,672.5,60,803,228.0,393,49944.390000000014,t03,230147,230147.0,230021,ar,huitt,c03,230009,ar,texas,morau,houston,51500.0,0.0,448.93,2523500.0,51500.0,15545.029999999999,29951.976272999997,54001.25999999999,53101.58000000001,0.865546218487395,0.02040816326530612,1,-1601.580000000009
11.876707,294.0,18110.0,294.0,213,184,294.0,16,184,79.5,88,19195.829999999998,t03,230173,230173.0,230009,bs,rosnet,t03,230009,bs,texas,rosnet,ft. worth,82971.01,0.0,1186.0,829710.1,82971.01,19184.01,38348.83599,60113.07,83000.0,1.394470756302521,0.09999999999999999,1,-28.99000000000524
84.219176,1.5,200.0,1.5,241,241,1.5,4,241,1.0,6,206.89999999999998,e02,230021,230021.0,230021,ar,sbwv,c03,230009,ar,texas,sbwv,houston,1000.0,0.0,14.0,11000.0,1000.0,161.42,322.67858,692.8800000000001,1000.0,0.01680672268907563,0.09090909090909091,1,0.0
176.24929299999994,348.5,24368.89,348.5,1183,148,348.5,50,743,202.0,213,25441.829999999998,t03,230195,230141.0,230021,ar,cannon,c03,230009,ar,texas,fkp,houston,22964.72,0.0,336.0,439829.6799999998,22964.07,6290.459999999998,12532.324848,23419.550000000003,18214.72,0.385950756302521,0.052211278693152334,1,7922.519999999997
169.43559699999997,444.0,30842.430000000008,444.0,1021,420,444.0,43,443,140.0,254,40066.069999999985,c06,230172,230192.0,230021,ar,j*r,c03,230009,ar,texas,j*r,houston,37000.0,0.0,493.3,1036000.0,37000.0,12301.359999999999,24601.305488000005,43733.58,45678.97999999999,0.6218487394957983,0.03571428571428571,0,-8678.979999999989
970.0684279999999,1553.55,95746.43000000002,1553.55,3290,1655,1553.55,209,1826,839.0,862,107303.56000000003,p06,230147,230147.0,230021,ar,j*r,c03,230009,ar,texas,j*r,houston,75900.0,0.0,428.0,3869950.0,72735.0,29942.019999999997,61260.977687000006,92692.58,79229.81000000003,1.222436974789916,0.018794816470497036,0,13568.839999999967
171.043831,24.0,1846.12,24.0,217,217,24.0,14,217,16.5,39,2466.58,t03,230173,230173.0,230173,ar,cannon,t03,230009,ar,texas,fkp,houston,8500.0,39.0,121.0,136000.0,8500.0,1465.84,2930.21416,5272.1,8664.009999999998,0.14285714285714285,0.0625,1,-164.0099999999984
453.44655900000004,338.5,21445.859999999997,338.5,721,131,338.5,53,512,177.0,240,23565.94,p06,230195,230141.0,230021,ar,powers,c03,230009,ar,texas,powers,houston,43000.0,472.0,614.0,860000.0,43000.0,14152.08,28356.031027,41930.9,44084.420000000006,0.7226890756302521,0.05,0,-1084.4200000000055
453.34793400000007,111.0,11064.38,111.0,589,365,111.0,23,85,85.0,155,12531.26,t03,230018,351109.0,230021,en,bdm,c03,230009,en,texas,bdm,houston,11020.8,0.0,549.0,154291.19999999998,7520.799999999999,8522.359999999999,17024.542933999997,32786.43,7382.710000000003,0.12639999999999998,0.04874419279907085,0,138.0899999999965
0.0,0.0,0.0,0.0,72,72,0.0,0,72,0.0,0,0.0,r06,230021,230021.0,230021,in,wmrice,c03,230009,in,texas,rice,houston,9979.97,0.0,100.0,29939.909999999996,9979.97,0.0,0.0,0.0,9979.97,0.1677305882352941,0.33333333333333337,1,0.0
236.778063,546.5,31149.810000000005,546.5,943,187,546.5,54,612,300.5,324,33489.020000000004,t03,230195,230141.0,230021,ar,rbail,c03,230009,ar,texas,rbail,houston,43500.0,0.0,580.0,1087500.0,43500.0,17198.879999999997,34500.14815299999,50538.759999999995,44642.22,0.7310924369747899,0.04,0,-1142.2200000000012
318.46847400000007,665.5,45535.460000000014,665.5,1092,1092,665.5,47,72,118.5,555,50375.66,h09,230021,230108.0,230021,ar,huitt,c03,230009,ar,texas,morau,houston,35175.0,0.0,659.0,949725.0,35175.0,21048.339999999997,41877.740731,68810.00999999998,36655.45,0.5911764705882353,0.037037037037037035,0,-1480.449999999997
85.380815,191.5,13211.03,191.5,230,190,191.5,30,190,118.5,82,14115.54,h09,230173,230173.0,230009,in,utfrec,t03,230009,in,texas,uthsc,houston,8175.0,126.0,117.0,114450.0,8175.000000000001,5091.290000000001,10178.852414,17676.76,9000.0,0.1373949579831933,0.07142857142857144,0,-824.9999999999991
23.413695000000004,35.0,2845.88,35.0,232,73,35.0,8,232,14.0,32,2909.63,s04,230159,230021.0,230021,ar,tramme,c03,230009,ar,texas,tramme,dallas,5500.0,0.0,78.0,55000.0,5500.0,1466.89,2930.1205600000008,4309.629999999999,5523.53,0.09243697478991597,0.1,1,-23.529999999999745
124.156161,26.0,2059.9300000000003,26.0,234,46,26.0,8,71,16.0,21,2411.9700000000003,h09,230125,230018.0,230021,ar,huitt,c03,230009,ar,texas,morau,houston,0.0,0.0,0.0,0.0,0.0,1107.97,2214.83203,4524.0,0.0,0.0,,0,0.0
24.123287,4.0,635.48,4.0,85,85,4.0,1,85,4.0,2,635.48,p06,230009,230009.0,230009,pm,buesch,c03,230009,pm,texas,buesch,houston,5500.0,0.0,78.0,38500.0,5500.0,447.37,894.29263,1252.63,5500.0,0.09243697478991597,0.14285714285714285,1,0.0
3.117808,4.0,301.32,4.0,1,97,4.0,1,97,4.0,2,434.36,h07,230009,230009.0,230111,in,wmrice,c03,230009,in,texas,rice,houston,2000.0,0.0,28.0,16000.0,2000.0,92.0,183.908,434.36,2000.0,0.03361344537815126,0.125,1,0.0
759.142445,384.25,28066.819999999992,384.25,876,502,384.25,64,502,206.0,303,29725.84,s04,230018,230018.0,230021,ms,mist,c03,230009,ms,pennsylvania,mist,philadelphia,39600.0,0.0,629.0,950400.0,39600.0,8876.52,17690.044197000003,31311.72,40656.8,0.6655462184873949,0.041666666666666664,1,-1056.800000000003
809.1287460000001,1160.25,88347.09000000001,1160.25,2811,1225,1160.25,161,1240,824.25,628,173757.05000000002,r11,230188,230188.0,230021,in,mhs,c03,230009,in,texas,mhs,houston,68585.0,0.0,871.0,2047267.32,80461.36,22797.76,45799.848853999996,112195.03000000001,91660.80999999998,1.3522917647058823,0.039301833822072633,0,40680.950000000026
277.038314,3218.5,245741.00999999992,3218.5,906,542,3218.5,134,542,1840.5,721,247793.43999999992,t03,230164,230164.0,230173,de,metnl,o03,230009,de,texas,metnl,houston,60000.0,0.0,857.0,1448500.0,60500.0,15885.55,31678.287988000004,45397.280000000006,63496.950000000004,1.0168067226890756,0.041767345529858474,1,217615.41999999998
2385.441042,1746.0,147204.58000000002,1746.0,3951,2124,1746.0,298,2124,1444.5,1169,401162.46000000014,r11,230188,230188.0,230021,in,tmc,c03,230009,in,texas,tmc,houston,39250.0,0.0,533.3,2668352.6799999992,57867.88,11508.05,22609.453155999996,114497.05999999994,114931.18999999994,0.9725694117647058,0.021686743448021278,0,36145.840000000055
5.59452,23.0,2015.58,23.0,162,162,23.0,2,162,17.0,12,2050.4399999999996,h09,230021,230021.0,230021,ms,linbec,c03,230009,ms,texas,linbec,houston,3500.0,0.0,50.0,24500.0,3500.0,719.85,1438.98015,2050.44,3500.0,0.058823529411764705,0.14285714285714285,1,0.0
8.942464000000001,34.5,2892.54,34.5,121,93,34.5,4,93,28.0,17,2914.7099999999996,t03,230173,230173.0,230009,25,christ,t03,230009,25,texas,christ,houston,8000.0,0.0,114.0,64000.0,8000.0,883.4399999999999,1765.1039399999997,2914.71,8000.0,0.13445378151260504,0.125,1,0.0
17.643833,22.75,2165.94,22.75,162,64,22.75,7,106,21.0,21,2257.0299999999997,h11,230159,230009.0,230021,mg,thmem,c03,230009,mg,texas,thmem,houston,3500.0,0.0,50.0,21000.0,3500.0,773.55,1546.32645,2257.0299999999997,3500.0,0.058823529411764705,0.16666666666666666,1,0.0
34.772598,106.5,5739.63,106.5,1,233,106.5,12,233,47.0,72,5989.789999999999,h07,230173,230173.0,230111,cn,tcc,t03,230009,cn,missouri,trnr,kansas city,8000.0,0.0,100.0,128000.0,8000.0,2049.88,4092.8320569999996,5989.79,8000.0,0.13445378151260504,0.0625,1,0.0
248.58080599999997,457.0,28799.290000000005,457.0,388,355,457.0,67,355,295.5,196,31429.78000000001,h07,230173,230173.0,230009,ms,bpmgs,t03,230009,ms,texas,bpmgs,houston,17600.0,0.0,251.0,281600.0,17600.0,10285.470000000001,20621.082576,31429.780000000002,20230.489999999998,0.2957983193277311,0.0625,0,-2630.489999999998
538.490396,530.0,35690.45,530.0,613,177,530.0,48,177,378.5,279,46626.63999999999,220,230125,230125.0,230021,de,gale,c03,230009,de,new jersey,gale,florham park,62062.5,0.0,1046.0,993000.0,62062.5,12746.609999999999,25401.786480000002,46626.63999999999,72125.93999999999,1.0430672268907564,0.0625,1,-10063.439999999988
8.89041,7.5,384.0,7.5,139,114,7.5,3,114,4.0,14,418.3,t03,230173,230173.0,230009,en,way,t03,230009,en,texas,way,houston,2000.0,0.0,28.0,20000.0,2000.0,137.14,274.14286000000004,418.3,2000.0,0.03361344537815126,0.1,1,0.0
9.69589,6.5,443.01,6.5,200,57,6.5,3,57,6.5,5,443.01,p06,230149,230149.0,230021,ar,cannon,c03,230009,ar,texas,fkp,houston,0.0,0.0,1178.0,0.0,5.684341886080802e-14,158.22,316.28177999999997,443.01000000000005,0.0,9.553515774925717e-19,9.223372036854776e+18,0,5.684341886080802e-14
57.539715000000015,216.5,15972.55,216.5,637,637,216.5,22,637,102.5,127,17049.170000000002,h09,230021,230021.0,230021,ar,philo,c03,230009,ar,texas,philo,houston,17097.8,0.0,243.0,410347.19999999984,17097.8,5704.48,11421.950126000002,17049.170000000006,17655.98,0.2873579831932773,0.04166666666666668,0,-558.1800000000003
47.479451,95.5,5285.540000000001,95.5,335,179,95.5,5,179,50.5,61,5673.58,p06,230018,230018.0,230021,de,sentr,c03,230009,de,texas,sentr,houston,2250.0,0.0,215.0,29250.0,2250.0,1887.6999999999998,3684.30841,5673.58,2476.42,0.037815126050420166,0.07692307692307693,0,-226.42000000000007
20.802738,94.5,4972.349999999999,94.5,359,35,94.5,6,138,30.5,43,5005.54,f02,230195,230147.0,230021,in,wmrice,c03,230009,in,texas,rice,houston,7835.62,0.0,129.0,109698.67999999998,7835.62,1775.84,3544.34656,5005.54,7868.8099999999995,0.1316910924369748,0.07142857142857144,1,-33.1899999999996
416.676698,440.5,39381.48,440.5,918,324,440.5,54,375,245.0,218,39619.46,p06,230188,230192.0,230021,ct,cityh,c03,230009,ct,texas,cityh,houston,22888.13,31.0,342.9,492941.34,10882.82,6933.329999999998,13769.152051000001,19812.04,32003.589999999997,0.18290453781512606,0.022077312485092038,0,210616.90999999995
35.389035,115.5,7376.63,115.5,211,116,115.5,12,116,40.0,76,7609.299999999999,209,230159,230159.0,230009,ar,griff,c03,230009,ar,texas,griff,houston,7659.34,0.0,107.0,91912.07999999997,7659.34,2634.5200000000004,5266.405479999999,7609.300000000001,7659.339999999999,0.12872840336134453,0.08333333333333336,0,9.094947017729282e-13
0.0,0.5,27.3,0.5,125,92,0.5,0,92,0.0,2,802.3,t03,230173,230173.0,230009,de,metnl,t03,230009,de,texas,metnl,houston,801.0,0.0,82.0,7209.0,801.0,9.75,19.49025,802.3,801.0,0.01346218487394958,0.1111111111111111,0,0.0
116.24655599999998,398.5,29533.629999999994,398.5,505,579,398.5,71,0,330.5,195,35377.169999999984,t03,230173,231008.0,230009,de,fbel,t03,230009,de,new york,fbel,new york,30025.25,0.0,302.0,810681.75,30025.25,10547.739999999998,20636.909879000003,35377.17,31015.54,0.5046260504201681,0.037037037037037035,0,-990.2900000000009
2475.1204790000006,2400.25,160354.74000000008,2400.25,2443,1309,2400.25,328,1130,1823.0,1128,172097.35000000003,r11,230188,230195.0,230021,ar,eyp,c03,230009,ar,texas,wch,houston,163750.0,0.0,2337.1,8023750.0,163750.0,51294.99,101157.71137900001,155364.90999999995,168189.5,2.7521008403361344,0.02040816326530612,0,14538.0
661.8355570000001,3685.0,290075.49999999994,3685.0,2640,1598,3685.0,258,137,1750.5,1832,304183.25000000006,h09,230106,111023.0,230021,in,mhhlth,c03,230009,in,texas,mhhlth,houston,287749.0,0.0,3841.0,14962948.0,287749.0,102545.36000000002,200073.83135599998,301174.1599999999,296592.28999999986,4.836117647058823,0.019230769230769232,0,-8111.09999999986
1179.191722,720.3,49642.58999999998,720.3,3381,1168,720.3,182,1704,462.0,518,53603.84,r11,230195,230141.0,230021,ms,wilgr,c03,230009,ms,texas,wilgr,houston,39000.0,0.0,520.0,1537100.6,54490.83,8230.769999999999,15873.676014,25563.65,41671.98000000002,0.9158122689075631,0.03545039927770505,1,52984.19999999999
5.682187,36.0,4081.2,36.0,393,122,36.0,12,393,35.0,26,4107.280000000001,r11,230192,230021.0,230021,in,mhhlth,c03,230009,in,texas,mhhlth,houston,6500.0,0.0,0.0,91000.0,6500.0,1457.5700000000002,2934.092144,4107.28,6509.68,0.1092436974789916,0.07142857142857142,1,-9.680000000000291
139.23835200000002,248.5,16266.68,248.5,381,173,248.5,19,160,211.5,106,16488.68,r11,230192,230172.0,230021,ar,wsg,c03,230009,ar,texas,wsg,houston,17000.0,0.0,226.7,204000.0,17000.0,7985.5199999999995,16284.869306999999,16488.680000000004,16999.999999999996,0.2857142857142857,0.08333333333333333,0,-1457.2899999999954
634.2520179999998,1302.0,80579.79,1302.0,1571,741,1302.0,107,741,589.5,670,126412.96999999994,h09,230147,230147.0,230021,ar,eyp,c03,230009,ar,texas,wch,houston,102689.88,0.0,969.0,4210285.079999997,102689.88,28778.58,56885.241274000015,126412.96999999997,147049.88,1.725880336134454,0.024390243902439043,0,-44360.0
1631.0136559999994,789.5,61494.21000000001,789.5,1211,696,789.5,140,708,687.5,542,297655.38999999996,r11,230106,230141.0,230021,in,tch,c03,230009,in,texas,tch,houston,137500.0,13.0,1833.0,3575000.0,137500.0,20596.210000000006,41110.75793999999,297655.39,375600.0,2.310924369747899,0.038461538461538464,0,-218008.22000000003
16.482188999999998,13.0,1122.1799999999998,13.0,137,114,13.0,6,114,13.0,10,1166.1799999999998,t03,230173,230173.0,230009,in,wmrice,t03,230009,in,texas,rice,houston,3500.0,0.0,50.0,35000.0,3500.0,400.78,799.8735340000001,1166.18,3500.0,0.058823529411764705,0.1,1,0.0
136.452036,364.0,20493.280000000006,364.0,463,469,364.0,46,469,207.5,247,21359.600000000002,t03,230173,230173.0,230009,cn,tcc,t03,230009,cn,missouri,trnr,kansas city,35000.0,0.0,384.0,875000.0,35000.0,7319.03,14556.296491,21359.6,36000.0,0.5882352941176471,0.04,1,-1000.0
0.0,3.0,226.8,3.0,73,73,3.0,0,73,0.0,1,226.8,g01,230009,230009.0,230009,en,wpmasd,c03,230009,en,texas,wpmasd,houston,0.0,0.0,671.0,0.0,0.0,81.0,161.91899999999998,226.8,0.0,0.0,,0,0.0
21.131506,2.5,280.0,2.5,211,86,2.5,1,211,2.5,4,289.75,t06,230018,230021.0,230021,de,mcdi,c03,230009,de,texas,mcdi,houston,375.0,0.0,21.0,3750.0,375.0,100.0,199.9,289.75,375.0,0.0063025210084033615,0.1,1,0.0
257.88766400000003,89.5,5785.02,89.5,460,248,89.5,13,248,24.0,72,6113.619999999999,e02,230018,230018.0,230021,ms,cendv,c03,230009,ms,texas,cendv,houston,26000.0,0.0,371.0,390000.0,26000.0,2066.0899999999997,4115.243460000001,6113.62,26006.34,0.4369747899159664,0.06666666666666667,1,-6.3400000000001455
215.109585,82.0,7716.139999999999,82.0,568,201,82.0,28,201,65.0,105,8962.76,p06,230188,230188.0,230021,ct,cityh,c03,230009,ct,texas,cityh,houston,7500.0,0.0,214.0,142500.0,7500.0,2166.2900000000004,4284.434535999999,8962.759999999998,7499.999999999999,0.12605042016806722,0.05263157894736842,0,9.094947017729282e-13
2099.843759999999,3781.75,261928.21000000005,3781.75,3286,1476,3781.75,255,1563,2401.75,1555,307485.11999999994,h10,230193,230147.0,230021,ar,huitt,c03,230009,ar,texas,morau,houston,246800.0,0.0,3860.0,12350750.0,243800.03999999998,71907.51000000001,141960.15948600005,246457.10000000003,291934.3099999999,40.63334,0.01973969516021294,0,-12930.119999999879
21.131506,2.0,224.0,2.0,131,50,2.0,1,50,2.0,1,224.0,p06,230018,230018.0,230021,ar,harel,c03,230009,ar,texas,harel,houston,0.0,0.0,143.0,0.0,0.0,80.0,159.92,224.0,0.0,0.0,,0,0.0
10.17534,48.5,2877.0800000000004,48.5,269,75,48.5,3,75,21.5,23,2997.0900000000006,h09,230149,230149.0,230021,ar,eyp,c03,230009,ar,texas,wch,houston,3692.0,0.0,48.0,44304.0,3692.0,1027.53,2054.03247,2997.09,3731.16,0.6153333333333333,0.08333333333333333,1,-39.159999999999854
